"","collocation","count","count_nested","length","lambda","z"
"875","решать пойти",2,2,2,4.24693067643658,6.23176488920051
"876","журналист писать",2,2,2,4.33863308942301,6.2299042257504
"877","казанский зоопарк",2,2,2,6.47292977552191,6.22659462943538
"878","отставка глава",3,3,2,3.6554809289919,6.22517743772278
"879","wwwkommersantru doc",3,3,2,12.8734121545525,6.21842279567986
"880","нерусский язык",3,3,2,6.08933376233159,6.21735206138861
"881","место приходить",2,2,2,4.23340122250918,6.21104563634328
"882","новый статус",3,3,2,3.52842034784911,6.1987450847208
"883","снежный барс",3,3,2,9.50561338776383,6.1945662730925
"884","смена казанский",2,2,2,4.352270085609,6.19216724892373
"885","уметь политический",2,2,2,5.56235952916567,6.18259153714591
"886","повышать политический",2,2,2,5.56235952916567,6.18259153714591
"887","премьер правительство",2,2,2,4.20836392318353,6.17847019503784
"888","обсуждаться вопрос",2,2,2,6.41835053122875,6.17621019066093
"889","цензор министерство",2,2,2,9.82867420345746,6.17512412356993
"890","архиерейский дом",2,2,2,9.82867420345746,6.17512412356993
"891","секретарь совбез",2,2,2,9.82867420345746,6.17512412356993
"892","выступать очередной",2,2,2,4.21945370415007,6.17047864529222
"893","политический реалия",2,2,2,5.54368223158356,6.16249051937759
"894","система образование",2,2,2,4.18684736191802,6.16224286863774
"895","полномочие федеральный",2,2,2,4.23403448832155,6.1461643985019
"896","медведев против",2,2,2,4.20576612199409,6.14377661367139
"897","решение принимать",2,2,2,4.17409932920943,6.14243171388651
"898","получать оставаться",2,2,2,4.17409932920943,6.14243171388651
"899","запрещать говорить",2,2,2,4.25599633911816,6.14108167181209
"900","татарин мир",3,3,2,3.5183395887923,6.1255241159072
"901","дело отношение",3,3,2,3.49961444426043,6.11965049859193
"902","директор казанский",2,2,2,4.27527302271572,6.11943295447728
"903","служба казанский",2,2,2,4.27527302271572,6.11943295447728
"904","предоставлять площадка",2,2,2,9.70347513709216,6.11542684251058
"905","айрат шафигуллин",2,2,2,9.70347513709216,6.11542684251058
"906","опознавательный знак",2,2,2,9.70347513709216,6.11542684251058
"907","команда рнм",2,2,2,4.16008982323757,6.11525964957838
"908","политический дискуссия",2,2,2,4.58802655145266,6.11411523354517
"909","национальный культура",2,2,2,4.19977110211084,6.10018562864247
"910","должность главный",2,2,2,4.14543419110349,6.09973514154157
"911","знать пытаться",2,2,2,4.16685427758809,6.09183939570646
"912","фигурант уголовный",3,3,2,9.31745335117238,6.08724795267551
"913","подводить итог",3,3,2,9.31745335117238,6.08724795267551
"914","директор школа",2,2,2,4.24761301878967,6.08221328999683
"915","кандидат президент",3,3,2,3.65005278037943,6.07937269238857
"916","элита ждать",2,2,2,4.18306803694917,6.07770564111777
"917","нация конструироваться",2,2,2,9.59221357728011,6.06022920944699
"918","бюрократический махина",2,2,2,9.59221357728011,6.06022920944699
"919","рамзан ахматович",2,2,2,9.59221357728011,6.06022920944699
"920","хан батый",2,2,2,9.59221357728011,6.06022920944699
"921","пятеро священник",2,2,2,9.59221357728011,6.06022920944699
"922","истекать договор",2,2,2,4.34708386471488,6.05233782996382
"923","глава вкт",2,2,2,4.80168204784933,6.04876617550587
"924","статус республика",4,4,2,3.04802407439057,6.04471911413967
"925","сечин против",2,2,2,4.11260368783834,6.03567345767666
"926","язык государственный",3,3,2,3.53755246852546,6.03189003734236
"927","добровольность изучение",3,3,2,9.20916789001597,6.02404261316571
"928","проблема сделать",2,2,2,4.08872551093183,6.01605283000998
"929","министр культура",2,2,2,4.13456345027579,6.01218934771621
"930","съезд татарин",2,2,2,4.31572317413064,6.0105721866673
"931","помощь автомат",2,2,2,9.49209419273067,6.00900985935489
"932","агентство sp",2,2,2,9.49209419273067,6.00900985935489
"933","орган госвласть",2,2,2,9.49209419273067,6.00900985935489
"934","парк сквер",2,2,2,9.49209419273067,6.00900985935489
"935","признавать несостоявшийся",2,2,2,9.49209419273067,6.00900985935489
"936","суть дело",2,2,2,4.23316988823527,5.99608076271791
"937","социально экономический",3,3,2,9.15912152924579,5.99451464440193
"938","время член",2,2,2,4.19668855670333,5.98299797372978
"939","vyroslo do",2,2,2,12.5369758323114,5.97674432751354
"940","криштиану роналд",2,2,2,12.5369758323114,5.97674432751354
"941","санкт петербург",2,2,2,12.5369758323114,5.97674432751354
"942","номинировать каннский",2,2,2,12.5369758323114,5.97674432751354
"943","хоккей дзюдо",2,2,2,12.5369758323114,5.97674432751354
"944","борт пассажир",2,2,2,12.5369758323114,5.97674432751354
"945","delo tatfondbanka",2,2,2,12.5369758323114,5.97674432751354
"946","почить боз",2,2,2,12.5369758323114,5.97674432751354
"947","прима ред",2,0,2,12.5369758323114,5.97674432751354
"948","сахаров канна",2,2,2,12.5369758323114,5.97674432751354
"949","do mlrd",2,2,2,12.5369758323114,5.97674432751354
"950","каннский кинофестиваль",2,2,2,12.5369758323114,5.97674432751354
"951","tatfondbanka vyroslo",2,2,2,12.5369758323114,5.97674432751354
"952","талия миннуллина",2,2,2,12.5369758323114,5.97674432751354
"953","выслуживаться начальство",2,2,2,12.5369758323114,5.97674432751354
"954","global ratings",2,2,2,12.5369758323114,5.97674432751354
"955","республиканский власть",2,2,2,4.16892522997629,5.97583316611804
"956","вопрос судьба",2,2,2,4.14919872392676,5.9748864729657
"957","бунт глава",2,1,2,5.36599405693321,5.97048386260686
"958","деньги государственный",2,2,2,4.07570244896776,5.96915285397544
"959","неподписание договор",2,2,2,6.19319889026053,5.96691400089864
"960","объявлять траур",2,2,2,9.40108648724176,5.96129775735681
"961","канал писать",3,3,2,3.36574113612041,5.9465100029447
"962","государственный язык",3,3,2,3.4736877416275,5.94547380076152
"963","школа час",2,2,2,4.10939062771042,5.94281067968818
"964","нынешний президент",3,3,2,3.52076873055404,5.93324157505451
"965","татарин информ",2,2,2,6.15159801945066,5.92801556716118
"966","линейный отдел",2,2,2,9.31766894972871,5.91668284072853
"967","татарин приходиться",2,2,2,4.20536344084779,5.91526981857378
"968","дело процесс",2,2,2,4.13835243688454,5.90389209932216
"969","борьба элита",2,2,2,4.02473598592274,5.89996818752863
"970","команда ильсур",2,2,2,3.9808615737863,5.89287124901394
"971","учить язык",2,2,2,4.89868870410282,5.88654582623047
"972","договор рф",3,3,2,3.3472002925313,5.88185843414808
"973","методика преподавание",2,2,2,9.24067197872767,5.87481305652408
"974","барс аэро",2,1,2,9.24067197872767,5.87481305652408
"975","wwwbusiness gazetaru",2,2,2,9.24067197872767,5.87481305652408
"976","политический задача",2,2,2,4.20842873976604,5.86706114524024
"977","решение госсовет",2,2,2,3.9542187038723,5.86295057418102
"978","становиться известно",2,2,2,4.10490788123134,5.8583881817775
"979","заручаться политический",2,2,2,6.07322120585736,5.85456078817304
"980","регион отказываться",2,2,2,4.06028085276654,5.85366845315217
"981","старый элита",2,2,2,3.97707191906862,5.84436107696175
"982","язык добровольный",2,2,2,5.24892134878328,5.84329479643413
"983","политический тусовка",2,2,2,6.05454391087507,5.83702538401603
"984","путь следование",2,2,2,9.16917708358962,5.83538732736255
"985","владимир владимирович",2,2,2,9.16917708358962,5.83538732736255
"986","казанский ханство",6,6,2,8.584659367232,5.82939696603888
"987","федеральный издание",2,2,2,3.94827659747708,5.81328847346436
"988","аппарат минниханов",4,4,2,2.96252668735376,5.81227427293276
"989","программа школа",2,2,2,3.98795771291578,5.81218655210536
"990","никто знать",2,2,2,3.92918574225356,5.81104866562494
"991","федеральный министр",3,3,2,3.27860536547485,5.80630394945655
"992","болгарский исламский",2,2,2,9.10244977664394,5.7981479502489
"993","подбирать кандидат",2,2,2,9.10244977664394,5.7981479502489
"994","защитник язык",2,2,2,4.44663136124694,5.79573435943647
"995","позиция кремль",2,2,2,3.90218694866588,5.79440893386928
"996","против язык",4,4,2,2.89057068909375,5.77901657307085
"997","писать бизнес",2,2,2,3.9285673168278,5.77795667265644
"998","ильсур хадиуллин",3,3,2,8.79483263214509,5.77452791072229
"999","договор разграничение",7,7,2,8.44482071285168,5.76664344658821
"1000","закон яровой",2,2,2,9.03989348592442,5.76287364539029
"1001","учитель номинировать",2,2,2,9.03989348592442,5.76287364539029
"1002","близкий время",2,2,2,3.96952811744854,5.75120918234225
"1003","московский мэр",2,2,2,3.89897829190734,5.74572995898292
"1004","мэр город",2,2,2,3.89897829190734,5.74572995898292
"1005","технопарк идея",2,2,2,8.98101705087201,5.7293735887513
"1006","управление ространснадзор",2,2,2,8.98101705087201,5.7293735887513
"1007","жир жить",2,2,2,8.98101705087201,5.7293735887513
"1008","рафик мухаметшин",2,2,2,8.98101705087201,5.7293735887513
"1009","сергей владиленович",2,2,2,8.98101705087201,5.7293735887513
"1010","первый второй",2,2,2,3.88306891969629,5.72385132229347
"1011","республика затем",2,2,2,4.26600072108349,5.69777796559198
"1012","совет пострадать",2,2,2,8.92541126339636,5.69748242900416
"1013","взять самоотвод",2,2,2,8.92541126339636,5.69748242900416
"1014","уголовный преследование",2,2,2,8.92541126339636,5.69748242900416
"1015","завод элекон",2,2,2,8.92541126339636,5.69748242900416
"1016","отношение анкара",3,3,2,8.66753363643487,5.69591726572237
"1017","кремль решать",2,2,2,3.82095336971462,5.68756434464576
"1018","некоторый время",2,2,2,3.90697171793702,5.68394931324691
"1019","экстремистский организация",2,2,2,8.87273159229863,5.66705617644167
"1020","сильно озабочивать",2,2,2,8.87273159229863,5.66705617644167
"1021","сильно напрягать",2,2,2,8.87273159229863,5.66705617644167
"1022","судьба договор",2,2,2,3.92404676226308,5.66633205088949
"1023","верхнеуслонский район",3,3,2,8.6094744609147,5.65981898496806
"1024","будущий президент",2,2,2,5.06612511933295,5.64379494913793
"1025","окончательный решение",3,3,2,8.58165893593305,5.64247425360228
"1026","усматривать рука",2,2,2,8.8226852328201,5.63796882577951
"1027","потирать рука",2,2,2,8.8226852328201,5.63796882577951
"1028","защита язык",2,1,2,4.13640420861431,5.6281561707744
"1029","политический процесс",2,2,2,3.93388369237623,5.62412439969998
"1030","завод казань",3,3,2,3.31627857680775,5.62258113225975
"1031","каждый регион",2,2,2,3.84809517408478,5.61892534749152
"1032","преемник путин",2,2,2,4.0230119349274,5.61705513977996
"1033","делать нормально",2,2,2,8.77502124363533,5.61010958213364
"1034","изучение татязык",2,2,2,8.77502124363533,5.61010958213364
"1035","вопрос ответ",2,2,2,3.80270629046905,5.59426279987293
"1036","вопрос почему",2,2,2,3.80270629046905,5.59426279987293
"1037","сми писать",2,2,2,3.77370707589584,5.59296874092158
"1038","лишать республика",2,2,2,4.10950229513622,5.5924790572016
"1039","президент франция",2,2,2,4.28334261424491,5.58772807205754
"1040","президент пфо",2,2,2,4.28334261424491,5.58772807205754
"1041","временный администрация",2,2,2,8.72952292807131,5.58338057737634
"1042","лопнуть банк",2,2,2,8.72952292807131,5.58338057737634
"1043","власть кризис",2,2,2,3.80098422973805,5.58065817860298
"1044","послание президент",2,2,2,4.27755932654005,5.5803404580937
"1045","митинг против",2,2,2,3.74451877445983,5.57823664286835
"1046","главный тренер",3,3,2,8.47752536597748,5.57726909648325
"1047","делать школа",2,2,2,3.78196152755202,5.57527030358815
"1048","единственный политический",2,2,2,3.87556390760135,5.5736121901793
"1049","система работать",2,2,2,3.73421409167117,5.56608862552293
"1050","язык мама",2,2,2,5.75978307623907,5.55891209946631
"1051","язык привлекательный",2,2,2,5.75978307623907,5.55891209946631
"1052","амурский область",2,2,2,8.68600187335247,5.55769498353338
"1053","кемеровский область",2,2,2,8.68600187335247,5.55769498353338
"1054","отвечать вопрос",2,2,2,3.75504220414511,5.53775562765136
"1055","руководитель фракция",2,2,2,8.64429323288087,5.5329754475491
"1056","окружение путин",2,2,2,3.92289238180264,5.53158499100252
"1057","линия путин",2,2,2,3.92289238180264,5.53158499100252
"1058","договор подписывать",2,2,2,3.794762921032,5.52803633547627
"1059","политика чиновник",2,2,2,3.70476418600525,5.52750714460465
"1060","должность министр",2,2,2,3.71929539071744,5.52284040220685
"1061","высокий школа",2,2,2,3.73646311743923,5.52061201789462
"1062","время сильно",2,2,2,3.75175044682236,5.51195339809839
"1063","истечение срок",2,2,2,8.60425195290412,5.50915278666059
"1064","ап рф",2,2,2,3.68390293404754,5.50260509006406
"1065","пост премьер",2,2,2,3.67363326741008,5.49028068116569
"1066","генерация молодой",2,2,2,8.56574972542116,5.4861648957838
"1067","аэропорт казань",2,2,2,4.92128416419746,5.4850524397759
"1068","казань исключение",2,2,2,4.92128416419746,5.48505243977589
"1069","новый глава",4,4,2,2.71673106340301,5.48185688351202
"1070","прилетать казань",2,2,2,4.33342514170409,5.47168314921233
"1071","язык собирать",2,2,2,3.9136675197184,5.46859749833519
"1072","ап решать",2,2,2,3.65754960397302,5.46746762765931
"1073","поставлять глава",2,2,2,3.83961294922007,5.45896202446714
"1074","команда кириенко",2,2,2,3.64865200599932,5.45673184710015
"1075","время проведение",2,2,2,3.7017039798199,5.45316885931624
"1076","невский минниханов",2,2,2,4.53122509649587,5.45315094741965
"1077","президентство минниханов",2,2,2,4.53122509649587,5.45315094741965
"1078","становиться мало",2,2,2,3.71264948759799,5.44438172249564
"1079","шаймиев исхаков",2,2,2,3.68976302958639,5.43641414648787
"1080","рубль деньги",2,2,2,3.63203533036633,5.42333864180827
"1081","суверенитет республика",2,2,2,3.87304127709074,5.41326872100985
"1082","секретарь президент",2,2,2,3.96733210341791,5.40335913368307
"1083","казань погибать",2,2,2,4.13271826548286,5.3949124793609
"1084","национальный образование",2,2,2,3.61148014168086,5.39213833497637
"1085","путин сей",2,2,2,3.75619524441038,5.37831099817099
"1086","дело оказываться",2,2,2,3.64336780803106,5.37117571128424
"1087","называть элита",2,2,2,3.59477705835325,5.36886234791391
"1088","русский мир",2,1,2,3.59447869672524,5.36535424750681
"1089","должность президент",3,3,2,3.0851251620058,5.36458464327758
"1090","администрация казань",3,3,2,3.11028172360246,5.35579538157555
"1091","глава служба",2,2,2,3.70274496668468,5.3332677267448
"1092","канал понимать",2,2,2,3.56152828283028,5.3316347679193
"1093","бизнес вумен",2,2,2,8.30164751460737,5.32658195053272
"1094","информационный бойня",2,2,2,8.30164751460737,5.32658195053272
"1095","информационный бомба",2,2,2,8.30164751460737,5.32658195053272
"1096","разрыв отношение",2,2,2,8.30164751460737,5.32658195053272
"1097","казань спустя",2,2,2,3.96562799875153,5.30476613459437
"1098","лаишевский район",2,2,2,8.24522266018641,5.29210853612048
"1099","высокогорский район",2,2,2,8.24522266018641,5.29210853612048
"1100","нурлатский район",2,2,2,8.24522266018641,5.29210853612048
"1101","новошешминский район",2,2,2,8.24522266018641,5.29210853612048
"1102","договариваться путин",2,2,2,3.67146966200086,5.28954981496435
"1103","мид рф",2,2,2,8.21815802692392,5.27553134538473
"1104","политический повестка",2,2,2,3.5972310935873,5.26733757392866
"1105","глава всемирный",2,2,2,3.63124990813476,5.25822788195927
"1106","хлебный место",2,2,2,8.16612636236428,5.24358930752183
"1107","вокруг республика",2,2,2,3.68191379512779,5.24069621179327
"1108","группа шаймиев",2,2,2,3.5296143568758,5.23754330357935
"1109","договариваться москва",2,2,2,3.63369073651152,5.2366579995025
"1110","казань давно",3,3,2,3.0212618302221,5.23330964358691
"1111","непростой ситуация",2,2,2,8.14108909540432,5.22818629655019
"1112","минниханов отмечать",2,2,2,3.90734626050765,5.2281083051537
"1113","путин назначать",2,2,2,3.60770304364187,5.22513415987636
"1114","казанский губерния",3,3,2,7.92213504688604,5.22377532609289
"1115","элита начинать",2,2,2,3.47508777135022,5.21093460982598
"1116","казань отдавать",2,2,2,3.82249097173349,5.20980238927533
"1117","дело новость",2,2,2,3.50668410644868,5.20501478278029
"1118","москва договариваться",2,2,2,3.57713804000215,5.1821236953978
"1119","москва забывать",2,2,2,3.57713804000215,5.1821236953978
"1120","метшин называть",2,2,2,3.45375198852269,5.17378965606778
"1121","конституция республика",2,2,2,3.59849606163126,5.1584421499902
"1122","житель республика",2,2,2,3.59849606163126,5.1584421499902
"1123","бегство проблема",2,2,2,8.02449890038267,5.1561981396533
"1124","наезд минниханов",2,2,2,3.76894026117119,5.13804234894964
"1125","выступать сопродюсер",2,2,2,7.98140956897091,5.12949080240104
"1126","изучать язык",2,2,2,3.5484008394224,5.11693458650667
"1127","долгий время",3,3,2,7.75243294318442,5.11433139185245
"1128","давно становиться",2,2,2,3.43153074947592,5.10532912566192
"1129","кириенко путин",3,3,2,2.86777243068518,5.09347046668919
"1130","путин подписывать",2,2,2,3.47841911129903,5.08264850233835
"1131","гоголь центр",2,2,2,7.90041356415499,5.07915176934613
"1132","знать элементарный",2,2,2,7.88114622194429,5.06715216965031
"1133","становиться фигурант",3,3,2,7.67167753569691,5.06207699068506
"1134","безопасность президент",2,2,2,3.53974348327286,5.04278236852037
"1135","москва подписывать",2,2,2,3.44785409723188,5.03923186880929
"1136","политический экономический",2,2,2,3.39123472622334,5.02328361831418
"1137","конфедерация казань",2,2,2,3.5860298229866,5.02015620765336
"1138","выборы путин",3,3,2,2.82171504091332,5.02004790137094
"1139","договор конгресс",2,2,2,3.35912029153113,5.0084060449801
"1140","глава ап",3,3,2,2.80919931659,5.00348920212396
"1141","язык вообще",2,2,2,3.42390259010991,4.9867207436355
"1142","язык запрещать",2,2,2,3.42390259010991,4.9867207436355
"1143","вопрос язык",4,4,2,2.45307424305468,4.97900951355051
"1144","татарстанский политический",3,3,2,2.77078666679073,4.95557941267528
"1145","министр финансы",2,2,2,7.69052361706642,4.94796771808378
"1146","госдума республика",2,2,2,3.38327630051132,4.92897396125164
"1147","поле республика",2,2,2,3.38327630051132,4.92897396125164
"1148","давать знать",2,2,2,3.26384792890949,4.92676077321204
"1149","глава штаб",2,2,2,3.33480359960788,4.92105601070329
"1150","новый стикер",2,2,2,7.64425358394246,4.91892160300533
"1151","новый генерация",2,2,2,7.64425358394246,4.91892160300533
"1152","политический поддержка",2,2,2,3.30221507581633,4.91280383855868
"1153","говорить знающий",2,2,2,7.62929193401378,4.90952052976416
"1154","фантазмы казанский",2,2,2,7.57157807038309,4.87321745502576
"1155","казанский кот",2,2,2,7.57157807038309,4.87321745502576
"1156","казанский линейный",2,2,2,7.57157807038309,4.87321745502576
"1157","глава уфсб",3,3,2,7.34345972976906,4.84875968243867
"1158","оставаться дело",2,2,2,3.22480830622937,4.84394050443926
"1159","минниханов шаймиев",5,5,2,2.154119173897,4.83393431806972
"1160","выборы мэр",2,2,2,3.19395241641574,4.82596767911565
"1161","власть понимать",2,2,2,3.20128918319311,4.82183281439512
"1162","друг путин",2,2,2,3.25348173547095,4.8154598522823
"1163","президент владимир",2,2,2,3.31361670096978,4.80908836500683
"1164","ветвь власть",2,2,2,7.46523041257119,4.80617121382934
"1165","москва пытаться",2,2,2,3.23064515376822,4.78256168901105
"1166","москва казань",6,6,2,1.94485112884334,4.76387673448642
"1167","глава республика",5,5,2,2.11242361743573,4.76315488764862
"1168","футбол казань",2,2,2,3.31148441143954,4.75501955109865
"1169","стадион казань",2,2,2,3.31148441143954,4.75501955109865
"1170","ап новый",2,2,2,3.1406056000432,4.75061865077504
"1171","глава город",2,2,2,3.19159444489771,4.74518634387118
"1172","отношение шаймиев",2,2,2,3.14525877168985,4.73852170290252
"1173","новый политический",3,3,2,2.64023242850397,4.73820631618786
"1174","вопрос договор",3,3,2,2.63234136346526,4.72882831614455
"1175","пирог становиться",2,2,2,7.3242161775001,4.71699810680811
"1176","элита знать",2,2,2,3.10246190690619,4.69863759869824
"1177","непродление договор",2,2,2,7.29184721496468,4.69648953202483
"1178","крымский татарин",2,2,2,7.26048655945643,4.67660678750175
"1179","казань задерживать",2,2,2,3.23448717906893,4.67309452664696
"1180","казань камиль",2,2,2,3.23448717906893,4.67309452664696
"1181","президент минтимер",2,2,2,3.18433265375926,4.6626885648874
"1182","участие президент",2,2,2,3.17854935167726,4.65438511380421
"1183","район казань",3,3,2,2.60829500057377,4.61875204143336
"1184","политический конструкция",2,2,2,7.15319225376874,4.60849080696968
"1185","политический плав",2,2,2,7.15319225376874,4.60849080696968
"1186","минниханов орден",2,2,2,3.1762053307775,4.59022701995943
"1187","минниханов камиль",2,2,2,3.1762053307775,4.59022701995943
"1188","республика становиться",4,4,2,2.24181712693973,4.57407703040108
"1189","казань метшин",4,4,2,2.25100478043627,4.57073825393615
"1190","знать язык",3,3,2,2.55141014902834,4.56780175977715
"1191","республика случай",2,2,2,3.06920809447609,4.55893907403116
"1192","срок путин",2,2,2,3.03504761188869,4.53997247121538
"1193","элита национальный",2,2,2,2.97476452614992,4.5172945252539
"1194","минниханов отказываться",2,2,2,3.10471015852538,4.51103281802147
"1195","минниханов сильный",2,2,2,3.10471015852538,4.51103281802147
"1196","местный национальный",2,2,2,2.95833464914493,4.49373784496487
"1197","национальный элита",2,2,2,2.95777890060683,4.49298971694292
"1198","пехотинец путин",2,2,2,6.96777570659038,4.49048317486886
"1199","политический митинг",2,2,2,2.97765060341266,4.48886539459275
"1200","москва плевать",2,2,2,6.94493920306801,4.47592592029959
"1201","близкий минниханов",2,2,2,3.04271362833091,4.44176047393249
"1202","минниханов тип",2,2,2,3.03798257444565,4.43495822299724
"1203","союзный республика",2,2,2,6.81780529508412,4.39480207082311
"1204","подписывать минниханов",2,2,2,2.98015706176852,4.3686792089843
"1205","регион ап",2,2,2,2.87250982995624,4.36427717488722
"1206","шаймиев выступать",2,2,2,2.84848442454324,4.32920849613334
"1207","говорить русский",2,2,2,2.83133903060538,4.31084059589056
"1208","мало казань",2,2,2,2.91922515660691,4.30859985994339
"1209","говорить москва",3,1,2,2.38114271973187,4.28896898723546
"1210","команда минниханов",3,3,2,2.39810757603032,4.27569311268826
"1211","договор статус",2,2,2,2.80162402988975,4.25716780444251
"1212","регион центр",2,2,2,2.79151339933805,4.24924420640387
"1213","минниханов заявлять",2,2,2,2.86094322967592,4.22386267292848
"1214","взятие казань",2,1,2,6.53079442898756,4.21122618196843
"1215","псо казань",2,2,2,6.53079442898756,4.21122618196843
"1216","школа русский",2,2,2,2.74596472909279,4.18672721734853
"1217","политический ситуация",2,2,2,2.75729991518265,4.18569073433021
"1218","центр становиться",2,2,2,2.74777419007173,4.18262151405073
"1219","казань проведение",2,2,2,2.81649860304635,4.18106692620103
"1220","главный политический",2,2,2,2.75154975488285,4.17899372275956
"1221","время последний",2,2,2,2.74125695042493,4.17696110345423
"1222","минниханов выстаивать",2,2,2,6.4725127850258,4.17388670425477
"1223","минниханов муратов",2,2,2,6.4725127850258,4.17388670425477
"1224","татарстанский власть",2,2,2,2.70096536962587,4.12032933343542
"1225","последний дело",2,2,2,2.69432041846334,4.10805378412913
"1226","канал регион",2,2,2,2.69254240518112,4.10662146359347
"1227","татарин выступать",2,2,2,2.69467411412652,4.10342234769752
"1228","глава район",2,2,2,2.7072918866904,4.10318909898516
"1229","минниханов пытаться",2,2,2,2.75821664465157,4.0958068509455
"1230","федеральный власть",2,2,2,2.68397971934977,4.09578708421361
"1231","город казань",2,2,2,2.7233357752378,4.06222219218094
"1232","почему минниханов",2,2,2,2.71528343996652,4.04207874587272
"1233","президент хороший",2,2,2,2.63735494315284,3.97195800928292
"1234","москва решать",2,2,2,2.59976156830604,3.94855842620243
"1235","первый президент",3,3,2,2.18729778767249,3.9443489532753
"1236","школа республика",3,3,2,2.18156305640656,3.94251730849684
"1237","поддержка минниханов",2,2,2,2.62626351773913,3.92682128751589
"1238","минниханов предлагать",2,2,2,2.62153245336176,3.91984391781435
"1239","позиция язык",2,2,2,2.58076284397221,3.91301077875319
"1240","отношение республика",2,2,2,2.58247031129781,3.91273355705352
"1241","позиция республика",2,2,2,2.55386078425669,3.87301822272622
"1242","минниханов несколько",2,2,2,2.57982353557608,3.8649903151184
"1243","первый дело",2,2,2,2.52260114911585,3.85945966213223
"1244","министр дело",2,2,2,2.52260114911585,3.85945966213223
"1245","бывший президент",2,2,2,2.53137963239304,3.82702998141202
"1246","вопрос вопрос",2,2,2,2.4970145358681,3.82338671472139
"1247","сми минниханов",2,2,2,2.54451304526659,3.81886091151426
"1248","минниханов проводить",2,2,2,2.53978197826524,3.81185504350868
"1249","русский татарин",2,2,2,2.42993588654345,3.7216964962051
"1250","статус язык",2,2,2,2.42438518955513,3.69323740151618
"1251","минниханов уходить",2,2,2,2.42844766719041,3.66182252224438
"1252","против глава",2,2,2,2.37861475515601,3.63598791879983
"1253","язык статус",2,2,2,2.36820535826897,3.61408187925767
"1254","образование казань",2,2,2,2.3865376523842,3.61122299044578
"1255","президент глава",4,4,2,1.73493592319914,3.57181940173864
"1256","казань митинг",2,2,2,2.35524889274218,3.56787004738898
"1257","шаймиев президент",3,3,2,1.89685678781664,3.44319926162331
"1258","президент шаймиев",3,3,2,1.87893115768838,3.41204764573021
"1259","школа минниханов",3,3,2,1.83909027534656,3.33405064279111
"1260","дело становиться",2,2,2,2.1448906361256,3.30075162218524
"1261","путин первый",2,2,2,2.14495087521031,3.29502192124798
"1262","москва местный",2,2,2,2.130551169191,3.27279024379639
"1263","мэр москва",2,2,2,2.09944312176156,3.22641594891144
"1264","место минниханов",2,2,2,2.10638358832529,3.21198608254845
"1265","против президент",2,2,2,2.07874305461778,3.18501787254418
"1266","шаймиев минниханов",3,3,2,1.69743100374827,3.0864689717525
"1267","министр республика",2,2,2,1.97134071505198,3.03324512433729
"1268","центр казань",2,2,2,1.95434554747793,2.99565349843473
"1269","школа москва",2,2,2,1.93692632712395,2.98511359234397
"1270","проблема минниханов",2,2,2,1.92166458380435,2.94494662171191
"1271","минниханов выступать",2,2,2,1.91693348791413,2.93777226248238
"1272","казань давать",2,2,2,1.89421881846477,2.90759570603314
"1273","путин время",2,2,2,1.84257002163182,2.84452747771298
"1274","президент говорить",2,2,2,1.83495220189499,2.82618944273301
"1275","путин становиться",2,2,2,1.76272921756183,2.72421121857983
"1276","власть республика",2,2,2,1.74604436133406,2.69672470123807
"1277","президент путин",3,3,2,1.46217039609858,2.6728009119083
"1278","минниханов федеральный",2,2,2,1.72551566299321,2.65586111133363
"1279","минниханов метшин",2,2,2,1.56481029324195,2.41589263213548
"1280","президент время",2,2,2,1.54847964868911,2.39611382313558
"1281","казань москва",3,3,2,1.27267120125128,2.33067639455388
"1282","минниханов глава",3,3,2,1.25996062407907,2.30714572407293
"1283","становиться президент",2,2,2,1.46285504005411,2.26616584301603
"1284","путин путин",2,2,2,1.40628217530708,2.181866627288
"1285","казань время",2,2,2,1.39785239885219,2.16511051455216
"1286","республика минниханов",3,3,2,1.11933050015462,2.05316842460467
"1287","договор казань",2,2,2,1.28564118158376,1.9943064202937
"1288","договор минниханов",2,2,2,1.23208921357836,1.91182675012229
"1289","глава президент",2,2,2,1.13768183969144,1.76885693652256
"1290","путин президент",2,2,2,1.11413434612243,1.73262906418577
"1291","статус президент глава",2,0,3,2.79759853621987,1.58218476435294
"1292","глава казань",2,2,2,0.99283648721739,1.54508739163443
"1293","президент республика",2,2,2,0.962213968024701,1.49834550006028
"1294","время нынешний президент",2,0,3,2.89593713303007,1.4825046364912
"1295","путин минниханов",2,2,2,0.91573641065354,1.42586144789983
"1296","управление образование казань",2,0,3,3.22864077461884,1.42076290331667
"1297","президент владимир путин",2,0,3,2.59517135697189,1.37535850688174
"1298","глава администрация казань",2,0,3,2.02770441356528,1.36768734760645
"1299","республика казань",2,2,2,0.824946221308672,1.28570541703136
"1300","минниханов республика",2,2,2,0.753300215477757,1.17456676505403
"1301","администрация казань камиль",2,0,3,2.65064340028492,1.16324256614912
"1302","запрещать говорить русский",2,0,3,2.57975660843583,1.13473908045485
"1303","министр фаттахов давать",2,0,3,2.8752172665517,1.12183261093452
"1304","путин назначать представитель",2,0,3,2.74144286869493,1.07003852640632
"1305","глава служба безопасность",2,0,3,2.64583571271002,1.03230446281876
"1306","нынешний президент минниханов",2,0,3,1.81356157331274,1.00849102493904
"1307","минниханов президент",2,2,2,0.611123791225495,0.953890612276791
